Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
37,No,Travel_Rarely,1192,Research & Development,5,College,Medical,460,Male,Manufacturing Director,Very High,Divorced,6347,7,No,16,Excellent,80,8,6,2,4
38,No,Travel_Rarely,343,Research & Development,15,College,Life Sciences,461,Male,Research Director,Very High,Divorced,11510,0,Yes,14,Excellent,80,12,11,10,9
31,No,Travel_Rarely,1232,Research & Development,7,Master,Medical,462,Female,Manufacturing Director,Very High,Single,7143,1,Yes,14,Excellent,80,11,11,9,10
29,No,Travel_Rarely,144,Sales,10,Below College,Marketing,463,Female,Sales Executive,Medium,Divorced,8268,1,Yes,14,Excellent,80,7,7,7,7
35,No,Travel_Rarely,1296,Research & Development,5,Master,Technical Degree,464,Male,Manufacturing Director,Medium,Single,8095,0,No,13,Excellent,80,17,16,6,13
23,No,Travel_Rarely,1309,Research & Development,26,Below College,Life Sciences,465,Male,Research Scientist,Very High,Divorced,2904,1,No,12,Excellent,80,4,4,2,2
41,No,Travel_Rarely,483,Research & Development,6,Bachelor,Medical,466,Male,Manufacturing Director,Medium,Single,6032,6,Yes,15,Excellent,80,8,5,4,2
47,No,Travel_Frequently,1309,Sales,4,Below College,Medical,467,Male,Sales Representative,High,Single,2976,3,No,19,Excellent,80,5,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,Doctor,Life Sciences,468,Female,Research Director,Very High,Single,15992,2,No,14,Excellent,80,16,1,0,0
29,No,Non-Travel,746,Sales,2,Bachelor,Life Sciences,469,Male,Sales Executive,High,Married,4649,1,No,14,Excellent,80,4,4,3,2
42,No,Travel_Rarely,544,Human Resources,2,Below College,Technical Degree,470,Male,Human Resources,High,Divorced,2696,0,Yes,11,Excellent,80,4,3,2,0
32,No,Travel_Rarely,1062,Research & Development,2,Bachelor,Medical,471,Female,Laboratory Technician,Medium,Married,2370,1,No,13,Excellent,80,8,8,0,7
48,No,Travel_Rarely,530,Sales,29,Below College,Medical,473,Female,Manager,High,Married,12504,3,No,21,Outstanding,80,15,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,Bachelor,Medical,474,Male,Research Scientist,Low,Divorced,5974,4,Yes,13,Excellent,80,13,7,7,7
30,No,Non-Travel,641,Sales,25,College,Technical Degree,475,Female,Sales Executive,High,Married,4736,7,Yes,12,Excellent,80,4,2,2,2
26,No,Travel_Rarely,933,Sales,1,Bachelor,Life Sciences,476,Male,Sales Executive,High,Married,5296,1,No,17,Excellent,80,8,8,7,7
42,No,Travel_Rarely,1332,Research & Development,2,Master,Other,477,Male,Healthcare Representative,Very High,Single,6781,3,No,23,Outstanding,80,14,1,0,0
21,Yes,Travel_Frequently,756,Sales,1,Below College,Technical Degree,478,Female,Sales Representative,Medium,Single,2174,1,Yes,11,Excellent,80,3,3,2,2
36,No,Non-Travel,845,Sales,1,Doctor,Medical,479,Female,Sales Executive,Very High,Single,6653,4,No,15,Excellent,80,7,1,0,0
36,No,Travel_Frequently,541,Sales,3,Master,Medical,481,Male,Sales Executive,Very High,Married,9699,4,No,11,Excellent,80,16,13,9,12
57,No,Travel_Rarely,593,Research & Development,1,Master,Medical,482,Male,Healthcare Representative,High,Married,6755,2,No,11,Excellent,80,15,3,2,2
40,No,Travel_Rarely,1171,Research & Development,10,Master,Life Sciences,483,Female,Laboratory Technician,High,Married,2213,3,Yes,13,Excellent,80,10,7,7,7
21,No,Non-Travel,895,Sales,9,College,Medical,484,Male,Sales Representative,Very High,Single,2610,1,No,24,Outstanding,80,3,3,2,2
33,Yes,Travel_Rarely,350,Sales,5,Bachelor,Marketing,485,Female,Sales Representative,High,Single,2851,1,Yes,13,Excellent,80,1,1,0,0
37,No,Travel_Rarely,921,Research & Development,10,Bachelor,Medical,486,Female,Laboratory Technician,Low,Married,3452,6,No,20,Outstanding,80,17,5,4,3
46,No,Non-Travel,1144,Research & Development,7,Master,Medical,487,Female,Manufacturing Director,High,Married,5258,2,No,14,Excellent,80,7,1,0,0
41,Yes,Travel_Frequently,143,Sales,4,Bachelor,Marketing,488,Male,Sales Executive,Medium,Single,9355,1,No,18,Excellent,80,8,8,7,7
50,No,Travel_Rarely,1046,Research & Development,10,Bachelor,Technical Degree,491,Male,Healthcare Representative,Very High,Single,10496,6,No,15,Excellent,80,20,4,3,3
40,Yes,Travel_Rarely,575,Sales,22,College,Marketing,492,Male,Sales Executive,High,Married,6380,2,Yes,12,Excellent,80,8,6,4,0
31,No,Travel_Rarely,408,Research & Development,9,Master,Life Sciences,493,Male,Research Scientist,Medium,Single,2657,0,Yes,16,Excellent,80,3,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,Bachelor,Life Sciences,494,Female,Sales Representative,Medium,Single,2716,1,No,15,Excellent,80,1,1,0,0
29,No,Travel_Rarely,1283,Research & Development,23,Bachelor,Life Sciences,495,Male,Research Scientist,Very High,Single,2201,9,No,16,Excellent,80,6,3,2,2
35,No,Travel_Rarely,755,Research & Development,9,Master,Life Sciences,496,Male,Healthcare Representative,Medium,Single,6540,9,No,19,Excellent,80,10,1,1,0
27,No,Travel_Rarely,1469,Research & Development,1,College,Medical,497,Male,Laboratory Technician,Medium,Divorced,3816,1,No,11,Excellent,80,5,5,2,4
28,No,Travel_Rarely,304,Sales,9,Master,Life Sciences,498,Male,Sales Executive,Very High,Single,5253,1,No,16,Excellent,80,7,7,5,7
49,No,Travel_Rarely,1261,Research & Development,7,Bachelor,Other,499,Male,Healthcare Representative,High,Single,10965,8,No,24,Outstanding,80,26,5,2,0
51,No,Travel_Rarely,1178,Sales,14,College,Life Sciences,500,Female,Sales Executive,Very High,Married,4936,4,No,11,Excellent,80,18,7,7,7
36,No,Travel_Rarely,329,Research & Development,2,Bachelor,Life Sciences,501,Female,Research Scientist,High,Married,2543,4,No,13,Excellent,80,6,2,2,2
34,Yes,Non-Travel,1362,Sales,19,Bachelor,Marketing,502,Male,Sales Executive,Very High,Single,5304,8,Yes,13,Excellent,80,9,5,2,4
55,No,Travel_Rarely,1311,Research & Development,2,Bachelor,Life Sciences,505,Female,Manager,Very High,Single,16659,2,Yes,13,Excellent,80,30,5,4,2
24,No,Travel_Rarely,1371,Sales,10,Master,Marketing,507,Female,Sales Executive,High,Divorced,4260,1,Yes,12,Excellent,80,5,5,2,3
30,No,Travel_Rarely,202,Sales,2,Below College,Technical Degree,508,Male,Sales Representative,Medium,Married,2476,1,No,18,Excellent,80,1,1,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,Below College,Technical Degree,510,Male,Research Scientist,Low,Single,3102,0,No,22,Outstanding,80,7,6,4,4
22,No,Travel_Rarely,253,Research & Development,11,Bachelor,Medical,511,Female,Research Scientist,Medium,Married,2244,1,No,13,Excellent,80,2,2,1,2
36,No,Travel_Rarely,164,Sales,2,College,Medical,513,Male,Sales Executive,High,Married,7596,1,No,13,Excellent,80,10,10,9,0
30,Yes,Travel_Frequently,464,Research & Development,4,Bachelor,Technical Degree,514,Male,Research Scientist,Very High,Single,2285,9,Yes,23,Outstanding,80,3,1,0,0
37,No,Travel_Rarely,1107,Research & Development,14,Bachelor,Life Sciences,515,Female,Laboratory Technician,Low,Divorced,3034,1,No,12,Excellent,80,18,18,7,17
40,No,Travel_Rarely,759,Sales,2,College,Marketing,516,Female,Sales Executive,Medium,Divorced,5715,7,No,12,Excellent,80,8,5,4,3
42,No,Travel_Rarely,201,Research & Development,1,Master,Life Sciences,517,Female,Laboratory Technician,Low,Divorced,2576,3,No,16,Excellent,80,8,5,2,2
37,No,Travel_Rarely,1305,Research & Development,10,Master,Life Sciences,518,Male,Manufacturing Director,Medium,Single,4197,2,Yes,12,Excellent,80,18,1,0,1
43,No,Travel_Rarely,982,Research & Development,12,Bachelor,Life Sciences,520,Male,Research Director,Medium,Divorced,14336,1,No,11,Excellent,80,25,25,10,9
40,No,Travel_Rarely,555,Research & Development,2,Bachelor,Medical,521,Female,Laboratory Technician,High,Married,3448,6,No,22,Outstanding,80,20,1,0,0
54,No,Travel_Rarely,821,Research & Development,5,College,Medical,522,Male,Research Director,Low,Married,19406,4,No,11,Excellent,80,24,4,2,2
34,No,Non-Travel,1381,Sales,4,Master,Marketing,523,Female,Sales Executive,High,Married,6538,9,No,15,Excellent,80,6,3,2,2
31,No,Travel_Rarely,480,Research & Development,7,College,Medical,524,Female,Manufacturing Director,Low,Married,4306,1,No,12,Excellent,80,13,13,10,12
43,No,Travel_Frequently,313,Research & Development,21,Bachelor,Medical,525,Male,Laboratory Technician,Very High,Married,2258,7,No,20,Outstanding,80,8,3,2,2
43,No,Travel_Rarely,1473,Research & Development,8,Master,Other,526,Female,Healthcare Representative,High,Divorced,4522,4,Yes,14,Excellent,80,8,5,2,2
25,No,Travel_Rarely,891,Sales,4,College,Life Sciences,527,Female,Sales Executive,Very High,Single,4487,1,Yes,11,Excellent,80,5,5,4,3
37,No,Non-Travel,1063,Research & Development,25,Doctor,Medical,529,Female,Research Scientist,High,Married,4449,3,Yes,15,Excellent,80,15,13,11,7
31,No,Travel_Rarely,329,Research & Development,1,College,Life Sciences,530,Male,Laboratory Technician,Low,Married,2218,1,No,12,Excellent,80,4,4,2,2
39,No,Travel_Frequently,1218,Research & Development,1,Below College,Life Sciences,531,Male,Manager,High,Divorced,19197,1,Yes,14,Excellent,80,21,21,8,6
56,No,Travel_Frequently,906,Sales,6,Bachelor,Life Sciences,532,Female,Sales Executive,Low,Married,13212,9,No,11,Excellent,80,36,7,7,7
30,No,Travel_Rarely,1082,Sales,12,Bachelor,Technical Degree,533,Female,Sales Executive,High,Single,6577,0,No,11,Excellent,80,6,5,4,4
41,No,Travel_Rarely,645,Sales,1,Bachelor,Marketing,534,Male,Sales Executive,Low,Married,8392,1,No,16,Excellent,80,10,10,7,7
28,No,Travel_Rarely,1300,Research & Development,17,College,Medical,536,Male,Laboratory Technician,Low,Divorced,4558,1,No,12,Excellent,80,10,10,0,8
25,Yes,Travel_Rarely,688,Research & Development,3,Bachelor,Medical,538,Male,Laboratory Technician,Low,Married,4031,5,No,13,Excellent,80,6,2,2,2
52,No,Travel_Rarely,319,Research & Development,3,Bachelor,Medical,543,Male,Manufacturing Director,High,Married,7969,2,Yes,14,Excellent,80,28,5,4,4
45,No,Travel_Rarely,192,Research & Development,10,College,Life Sciences,544,Male,Research Scientist,Very High,Married,2654,3,No,21,Outstanding,80,8,2,2,2
52,No,Travel_Rarely,1490,Research & Development,4,College,Life Sciences,546,Female,Manager,Very High,Married,16555,2,No,13,Excellent,80,31,5,2,4
42,No,Travel_Frequently,532,Research & Development,29,College,Life Sciences,547,Female,Research Scientist,High,Divorced,4556,2,No,11,Excellent,80,19,5,4,2
30,No,Travel_Rarely,317,Research & Development,2,Bachelor,Life Sciences,548,Female,Manufacturing Director,Very High,Single,6091,2,No,20,Outstanding,80,11,5,4,2
60,No,Travel_Rarely,422,Research & Development,7,Bachelor,Life Sciences,549,Female,Manager,Low,Married,19566,5,No,11,Excellent,80,33,29,8,10
46,No,Travel_Rarely,1485,Research & Development,18,Bachelor,Medical,550,Female,Manufacturing Director,High,Divorced,4810,2,No,14,Excellent,80,19,10,7,8
42,No,Travel_Frequently,1368,Research & Development,28,Master,Technical Degree,551,Female,Healthcare Representative,Very High,Married,4523,0,No,11,Excellent,80,7,6,5,4
24,Yes,Travel_Rarely,1448,Sales,1,Below College,Technical Degree,554,Female,Sales Representative,Medium,Single,3202,1,Yes,16,Excellent,80,6,5,3,4
34,Yes,Travel_Frequently,296,Sales,6,College,Marketing,555,Female,Sales Representative,High,Divorced,2351,0,No,16,Excellent,80,3,2,2,0
38,No,Travel_Frequently,1490,Research & Development,2,College,Life Sciences,556,Male,Laboratory Technician,Very High,Married,1702,1,Yes,23,Outstanding,80,1,1,0,0
40,No,Travel_Rarely,1398,Sales,2,Master,Life Sciences,558,Female,Manager,High,Married,18041,0,No,14,Excellent,80,21,20,15,12
26,No,Travel_Rarely,1349,Research & Development,23,Bachelor,Life Sciences,560,Female,Research Scientist,Very High,Divorced,2886,1,No,22,Outstanding,80,3,3,2,2
30,No,Non-Travel,1400,Research & Development,3,Bachelor,Life Sciences,562,Male,Laboratory Technician,Very High,Married,2097,4,No,15,Excellent,80,9,5,3,4
29,No,Travel_Rarely,986,Research & Development,3,Master,Medical,564,Male,Research Director,High,Married,11935,1,No,18,Excellent,80,10,10,2,7
29,Yes,Travel_Rarely,408,Research & Development,25,Doctor,Technical Degree,565,Female,Research Scientist,Medium,Married,2546,5,No,16,Excellent,80,6,2,2,1
19,Yes,Travel_Rarely,489,Human Resources,2,College,Technical Degree,566,Male,Human Resources,Very High,Single,2564,1,No,12,Excellent,80,1,1,0,0
30,No,Non-Travel,1398,Sales,22,Master,Other,567,Female,Sales Executive,Low,Married,8412,0,No,11,Excellent,80,10,9,8,8
57,No,Travel_Rarely,210,Sales,29,Bachelor,Marketing,568,Male,Manager,Very High,Divorced,14118,3,No,12,Excellent,80,32,1,0,0
50,No,Travel_Rarely,1099,Research & Development,29,Master,Life Sciences,569,Male,Manager,High,Married,17046,0,No,15,Excellent,80,28,27,10,7
30,No,Non-Travel,1116,Research & Development,2,Bachelor,Medical,571,Female,Laboratory Technician,Very High,Single,2564,0,No,14,Excellent,80,12,11,7,7
60,No,Travel_Frequently,1499,Sales,28,Bachelor,Marketing,573,Female,Sales Executive,Low,Married,10266,4,No,19,Excellent,80,22,18,13,11
47,No,Travel_Rarely,983,Research & Development,2,College,Medical,574,Female,Manufacturing Director,Very High,Divorced,5070,5,No,13,Excellent,80,20,5,0,4
46,No,Travel_Rarely,1009,Research & Development,2,Bachelor,Life Sciences,575,Male,Research Director,High,Married,17861,6,No,13,Excellent,80,26,3,2,1
35,No,Travel_Rarely,144,Research & Development,22,Bachelor,Life Sciences,577,Male,Laboratory Technician,High,Single,4230,0,No,15,Excellent,80,6,5,4,3
54,No,Travel_Rarely,548,Research & Development,8,Master,Life Sciences,578,Female,Laboratory Technician,High,Single,3780,7,No,11,Excellent,80,19,1,0,0
34,No,Travel_Rarely,1303,Research & Development,2,Master,Life Sciences,579,Male,Research Scientist,High,Divorced,2768,3,No,12,Excellent,80,14,7,3,7
46,No,Travel_Rarely,1125,Sales,10,Bachelor,Marketing,580,Female,Sales Executive,Very High,Married,9071,2,Yes,19,Excellent,80,15,3,2,2
31,No,Travel_Rarely,1274,Research & Development,9,Below College,Life Sciences,581,Male,Manufacturing Director,Medium,Divorced,10648,1,No,25,Outstanding,80,13,13,8,8
33,Yes,Travel_Rarely,1277,Research & Development,15,Below College,Medical,582,Male,Manager,High,Married,13610,7,Yes,12,Excellent,80,15,7,6,7
33,Yes,Travel_Rarely,587,Research & Development,10,Below College,Medical,584,Male,Laboratory Technician,Very High,Divorced,3408,7,No,13,Excellent,80,8,4,3,3
30,No,Travel_Rarely,413,Sales,7,Below College,Marketing,585,Male,Sales Representative,Medium,Single,2983,0,No,14,Excellent,80,4,3,2,2
35,No,Travel_Rarely,1276,Research & Development,16,Bachelor,Life Sciences,586,Male,Healthcare Representative,High,Married,7632,4,Yes,12,Excellent,80,10,8,7,0
31,Yes,Travel_Frequently,534,Research & Development,20,Bachelor,Life Sciences,587,Male,Healthcare Representative,High,Married,9824,3,No,12,Excellent,80,12,1,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,Bachelor,Human Resources,590,Female,Human Resources,Low,Divorced,9950,9,Yes,15,Excellent,80,11,3,2,2
42,No,Travel_Frequently,1474,Research & Development,5,College,Other,591,Male,Laboratory Technician,High,Married,2093,4,No,17,Excellent,80,8,2,2,0
36,No,Non-Travel,635,Sales,10,Master,Medical,592,Male,Sales Executive,Very High,Single,9980,1,No,14,Excellent,80,10,10,3,7
22,Yes,Travel_Frequently,1368,Research & Development,4,Below College,Technical Degree,593,Male,Laboratory Technician,High,Single,3894,5,No,16,Excellent,80,4,2,2,2
48,No,Travel_Rarely,163,Sales,2,Doctor,Marketing,595,Female,Sales Executive,Very High,Married,4051,2,No,14,Excellent,80,14,9,7,7
55,No,Travel_Rarely,1117,Sales,18,Doctor,Life Sciences,597,Female,Manager,Medium,Single,16835,3,No,23,Outstanding,80,37,10,9,7
41,No,Non-Travel,267,Sales,10,College,Life Sciences,599,Male,Sales Executive,Very High,Single,6230,7,No,14,Excellent,80,16,14,3,10
35,No,Travel_Rarely,619,Sales,1,Bachelor,Marketing,600,Male,Sales Executive,High,Married,4717,9,No,11,Excellent,80,15,11,9,9
40,No,Travel_Rarely,302,Research & Development,6,Bachelor,Life Sciences,601,Female,Manufacturing Director,High,Single,13237,7,No,15,Excellent,80,22,20,6,13
39,No,Travel_Frequently,443,Research & Development,8,Below College,Life Sciences,602,Female,Laboratory Technician,High,Married,3755,1,No,11,Excellent,80,8,8,3,7
31,No,Travel_Rarely,828,Sales,2,Below College,Life Sciences,604,Male,Sales Executive,Very High,Single,6582,4,Yes,13,Excellent,80,10,6,5,5
42,No,Travel_Rarely,319,Research & Development,24,Bachelor,Medical,605,Male,Manufacturing Director,Low,Married,7406,1,Yes,21,Outstanding,80,10,10,9,8
45,No,Travel_Rarely,561,Sales,2,Bachelor,Other,606,Male,Sales Executive,Medium,Married,4805,0,No,19,Excellent,80,9,8,7,7
26,Yes,Travel_Frequently,426,Human Resources,17,Master,Life Sciences,608,Female,Human Resources,High,Divorced,2741,0,Yes,11,Excellent,80,8,7,7,0
29,No,Travel_Rarely,232,Research & Development,19,Bachelor,Technical Degree,611,Male,Manufacturing Director,Very High,Divorced,4262,4,No,12,Excellent,80,8,3,2,2
33,No,Travel_Rarely,922,Research & Development,1,Doctor,Medical,612,Female,Research Director,High,Divorced,16184,4,No,19,Excellent,80,10,6,1,5
31,No,Travel_Rarely,688,Sales,7,Bachelor,Life Sciences,613,Male,Manager,Very High,Divorced,11557,9,No,21,Outstanding,80,10,5,4,1
18,Yes,Travel_Frequently,1306,Sales,5,Bachelor,Marketing,614,Male,Sales Representative,Medium,Single,1878,1,Yes,14,Excellent,80,0,0,0,0
40,No,Non-Travel,1094,Sales,28,Bachelor,Other,615,Male,Sales Executive,Low,Divorced,10932,3,No,15,Excellent,80,20,1,0,1
41,No,Non-Travel,509,Research & Development,2,Master,Other,616,Female,Healthcare Representative,High,Single,6811,2,Yes,17,Excellent,80,10,8,7,7
26,No,Travel_Rarely,775,Sales,29,College,Medical,618,Male,Sales Executive,High,Divorced,4306,5,No,12,Excellent,80,8,0,0,0
35,No,Travel_Rarely,195,Sales,1,Bachelor,Medical,620,Female,Sales Executive,High,Single,4859,1,No,16,Excellent,80,5,5,4,3
34,No,Travel_Rarely,258,Sales,21,Master,Life Sciences,621,Male,Sales Executive,Very High,Single,5337,1,No,12,Excellent,80,10,10,7,7
26,Yes,Travel_Rarely,471,Research & Development,24,Bachelor,Technical Degree,622,Male,Laboratory Technician,Very High,Single,2340,1,Yes,18,Excellent,80,1,1,0,0
37,No,Travel_Rarely,799,Research & Development,1,Bachelor,Technical Degree,623,Female,Manufacturing Director,Very High,Single,7491,4,No,17,Excellent,80,12,6,5,2
46,No,Travel_Frequently,1034,Research & Development,18,Below College,Medical,624,Female,Healthcare Representative,High,Married,10527,5,No,11,Excellent,80,28,2,2,2
41,No,Travel_Rarely,1276,Sales,2,Doctor,Life Sciences,625,Female,Manager,Low,Married,16595,7,No,16,Excellent,80,22,18,16,8
37,No,Non-Travel,142,Sales,9,Master,Medical,626,Male,Sales Executive,Medium,Divorced,8834,1,No,13,Excellent,80,9,9,5,7
52,No,Travel_Rarely,956,Research & Development,6,College,Technical Degree,630,Male,Research Scientist,Low,Divorced,5577,3,Yes,12,Excellent,80,18,10,9,9
32,Yes,Non-Travel,1474,Sales,11,Master,Other,631,Male,Sales Executive,High,Married,4707,8,No,12,Excellent,80,6,4,2,2
24,No,Travel_Frequently,535,Sales,24,Bachelor,Medical,632,Male,Sales Representative,Very High,Married,2400,0,No,13,Excellent,80,3,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,Bachelor,Medical,634,Female,Healthcare Representative,High,Married,9824,3,No,19,Excellent,80,18,1,0,0
37,No,Travel_Rarely,446,Research & Development,1,Master,Life Sciences,635,Female,Manufacturing Director,Medium,Married,6447,6,No,12,Excellent,80,8,6,5,3
49,No,Travel_Rarely,1245,Research & Development,18,Master,Life Sciences,638,Male,Research Director,High,Divorced,19502,1,Yes,17,Excellent,80,31,31,9,9
24,No,Travel_Rarely,691,Research & Development,23,Bachelor,Medical,639,Male,Research Scientist,Very High,Married,2725,1,Yes,11,Excellent,80,6,6,5,4
26,No,Travel_Rarely,703,Sales,28,College,Marketing,641,Male,Sales Executive,Medium,Married,6272,1,No,20,Outstanding,80,6,5,3,4
24,No,Travel_Rarely,823,Research & Development,17,College,Other,643,Male,Laboratory Technician,Medium,Married,2127,1,No,21,Outstanding,80,1,1,0,0
50,No,Travel_Frequently,1246,Human Resources,3,Bachelor,Medical,644,Male,Manager,Medium,Married,18200,1,No,11,Excellent,80,32,32,5,7
25,No,Travel_Rarely,622,Sales,13,Below College,Medical,645,Male,Sales Representative,High,Married,2096,1,No,11,Excellent,80,7,7,4,6
24,Yes,Travel_Frequently,1287,Research & Development,7,Bachelor,Life Sciences,647,Female,Laboratory Technician,High,Married,2886,1,Yes,16,Excellent,80,6,6,3,2
30,Yes,Travel_Frequently,448,Sales,12,Master,Life Sciences,648,Male,Sales Representative,Low,Married,2033,1,No,18,Excellent,80,1,1,0,0
34,No,Travel_Rarely,254,Research & Development,1,College,Life Sciences,649,Male,Research Scientist,Very High,Married,3622,1,Yes,13,Excellent,80,6,6,5,3
31,Yes,Travel_Rarely,1365,Sales,13,Master,Medical,650,Male,Sales Executive,Low,Divorced,4233,2,No,17,Excellent,80,9,3,1,2
35,No,Travel_Rarely,538,Research & Development,25,College,Other,652,Male,Laboratory Technician,Very High,Single,3681,4,No,14,Excellent,80,9,3,2,2
31,No,Travel_Rarely,525,Sales,6,Master,Medical,653,Male,Sales Executive,Very High,Divorced,5460,4,No,22,Outstanding,80,13,7,7,7
27,No,Travel_Rarely,798,Research & Development,6,Master,Medical,655,Female,Research Scientist,High,Divorced,2187,0,No,12,Excellent,80,6,5,3,3
37,No,Travel_Rarely,558,Sales,2,Bachelor,Marketing,656,Male,Sales Executive,High,Married,9602,4,Yes,11,Excellent,80,17,3,0,0
20,No,Travel_Rarely,959,Research & Development,1,Bachelor,Life Sciences,657,Female,Research Scientist,Medium,Single,2836,1,No,13,Excellent,80,1,1,0,0
42,No,Travel_Rarely,622,Research & Development,2,Master,Life Sciences,659,Female,Healthcare Representative,Very High,Married,4089,1,No,13,Excellent,80,10,10,2,2
43,No,Travel_Rarely,782,Research & Development,6,Master,Other,661,Male,Research Director,Very High,Divorced,16627,4,Yes,14,Excellent,80,21,1,0,0
38,No,Travel_Rarely,362,Research & Development,1,Below College,Life Sciences,662,Female,Research Scientist,Low,Single,2619,3,No,17,Excellent,80,8,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,Doctor,Medical,663,Male,Laboratory Technician,High,Divorced,5679,3,Yes,13,Excellent,80,10,8,7,7
48,No,Travel_Rarely,1236,Research & Development,1,Master,Life Sciences,664,Female,Manager,Low,Married,15402,7,No,11,Excellent,80,21,3,2,2
44,No,Travel_Rarely,1112,Human Resources,1,Master,Life Sciences,665,Female,Human Resources,High,Single,5985,4,No,11,Excellent,80,10,2,2,2
34,No,Travel_Rarely,204,Sales,14,Bachelor,Technical Degree,666,Female,Sales Representative,High,Divorced,2579,1,Yes,18,Excellent,80,8,8,2,6
27,Yes,Travel_Rarely,1420,Sales,2,Below College,Marketing,667,Male,Sales Representative,Low,Divorced,3041,0,No,11,Excellent,80,5,4,3,2
21,No,Travel_Rarely,1343,Sales,22,Below College,Technical Degree,669,Male,Sales Representative,High,Single,3447,1,No,11,Excellent,80,3,3,2,2
44,No,Travel_Rarely,1315,Research & Development,3,Master,Other,671,Male,Manager,Very High,Married,19513,4,Yes,12,Excellent,80,26,2,2,1
22,No,Travel_Rarely,604,Research & Development,6,Below College,Medical,675,Male,Research Scientist,High,Married,2773,0,No,20,Outstanding,80,3,2,2,2
33,No,Travel_Rarely,1216,Sales,8,Master,Marketing,677,Male,Sales Executive,High,Divorced,7104,0,No,12,Excellent,80,6,5,0,2
32,No,Travel_Rarely,646,Research & Development,9,Master,Life Sciences,679,Female,Research Scientist,Very High,Married,6322,1,Yes,12,Excellent,80,6,6,4,5
30,No,Travel_Frequently,160,Research & Development,3,Bachelor,Medical,680,Female,Research Scientist,High,Divorced,2083,1,No,20,Outstanding,80,1,1,0,0
53,No,Travel_Rarely,238,Sales,1,Below College,Medical,682,Female,Sales Executive,Low,Single,8381,7,No,20,Outstanding,80,18,14,7,10
34,No,Travel_Rarely,1397,Research & Development,1,Doctor,Life Sciences,683,Male,Research Scientist,Very High,Married,2691,1,No,12,Excellent,80,10,10,9,8
45,Yes,Travel_Frequently,306,Sales,26,Master,Life Sciences,684,Female,Sales Executive,Low,Married,4286,2,No,14,Excellent,80,5,1,1,0
26,No,Travel_Rarely,991,Research & Development,6,Bachelor,Life Sciences,686,Female,Laboratory Technician,Very High,Married,2659,1,Yes,13,Excellent,80,3,3,2,2
37,No,Travel_Rarely,482,Research & Development,3,Bachelor,Other,689,Male,Manufacturing Director,High,Married,9434,1,No,15,Excellent,80,10,10,7,8
29,No,Travel_Rarely,1176,Sales,3,College,Medical,690,Female,Sales Executive,High,Married,5561,1,No,14,Excellent,80,6,6,0,2
35,No,Travel_Rarely,1017,Research & Development,6,Master,Life Sciences,691,Male,Research Scientist,Very High,Single,6646,1,No,13,Excellent,80,17,17,11,8
33,No,Travel_Frequently,1296,Research & Development,6,Bachelor,Life Sciences,692,Male,Healthcare Representative,Very High,Divorced,7725,3,No,23,Outstanding,80,15,13,11,7
54,No,Travel_Rarely,397,Human Resources,19,Master,Medical,698,Male,Human Resources,Medium,Married,10725,2,No,15,Excellent,80,16,9,7,1
36,No,Travel_Rarely,913,Research & Development,9,College,Medical,699,Male,Manufacturing Director,Medium,Divorced,8847,2,Yes,11,Excellent,80,13,3,2,2
27,No,Travel_Rarely,1115,Research & Development,3,Master,Medical,700,Male,Research Scientist,Very High,Single,2045,0,No,13,Excellent,80,5,4,2,1
20,Yes,Travel_Rarely,1362,Research & Development,10,Below College,Medical,701,Male,Research Scientist,High,Single,1009,1,Yes,11,Excellent,80,1,1,0,1
33,Yes,Travel_Frequently,1076,Research & Development,3,Bachelor,Life Sciences,702,Male,Research Scientist,Low,Single,3348,1,Yes,11,Excellent,80,10,10,8,7
35,No,Non-Travel,727,Research & Development,3,Bachelor,Life Sciences,704,Male,Laboratory Technician,High,Married,1281,1,No,18,Excellent,80,1,1,0,0
23,No,Travel_Rarely,885,Research & Development,4,Bachelor,Medical,705,Male,Research Scientist,Low,Married,2819,2,No,16,Excellent,80,5,3,2,2
25,No,Travel_Rarely,810,Sales,8,Bachelor,Life Sciences,707,Male,Sales Executive,Medium,Married,4851,0,No,22,Outstanding,80,4,3,2,2
38,No,Travel_Rarely,243,Sales,7,Master,Marketing,709,Female,Sales Executive,Very High,Single,4028,0,No,20,Outstanding,80,8,7,7,5
29,No,Travel_Frequently,806,Research & Development,1,Master,Life Sciences,710,Male,Research Scientist,Very High,Divorced,2720,1,No,18,Excellent,80,10,10,7,8
48,No,Travel_Rarely,817,Sales,2,Below College,Marketing,712,Male,Sales Executive,Medium,Married,8120,3,No,12,Excellent,80,12,2,2,2
